sale_date,product_name,category,quantity,price
2025-10-28,Product_1,Food,5,82.55
2025-10-28,Product_2,Food,3,93.06
2025-10-28,Product_3,Electronics,4,46.42
2025-10-28,Product_4,Electronics,3,40.79
2025-10-28,Product_5,Electronics,3,50.12
2025-10-28,Product_6,Clothing,9,96.53
2025-10-28,Product_7,Electronics,4,68.45
2025-10-28,Product_8,Clothing,10,49.83
2025-10-28,Product_9,Food,5,46.92
2025-10-28,Product_10,Beverage,2,48.49
2025-10-28,Product_11,Clothing,7,54.38
2025-10-28,Product_12,Food,-3,52.19
2025-10-28,Product_13,Beverage,3,90.48
2025-10-28,Product_14,Beverage,3,24.67
2025-10-28,Product_15,Food,5,15.39
2025-10-28,Product_16,Food,7,77.92
2025-10-28,Product_17,Clothing,4,85.58
2025-10-28,Product_18,Food,5,22.45
2025-10-28,Product_19,Clothing,3,48.4
2025-10-28,Product_20,Food,2,97.93
2025-10-29,Product_1,Beverage,3,41.42
2025-10-29,Product_2,Food,0,71.88
2025-10-29,Product_3,Electronics,6,13.34
2025-10-29,Product_4,Electronics,3,6.74
2025-10-29,Product_5,Electronics,4,21.12
2025-10-29,Product_6,Food,0,64.78
2025-10-29,Product_7,Electronics,4,40.85
2025-10-29,Product_8,Food,1,63.39
2025-10-29,Product_9,Electronics,3,79.1
2025-10-29,Product_10,Clothing,4,8.75
2025-10-29,Product_11,Clothing,-2,61.21
2025-10-29,Product_12,Food,4,92.5
2025-10-29,Product_13,Food,2,11.77
2025-10-29,Product_14,Clothing,4,52.34
2025-10-29,Product_15,Food,6,48.12
2025-10-29,Product_16,Beverage,3,98.77
2025-10-29,Product_17,Food,2,89.01
2025-10-29,Product_18,Electronics,4,32.75
2025-10-29,Product_19,Electronics,2,98.15
2025-10-29,Product_20,Beverage,2,19.98
2025-10-30,Product_1,Food,6,28.7
2025-10-30,Product_2,Electronics,3,35.38
2025-10-30,Product_3,Beverage,3,62.2
2025-10-30,Product_4,Clothing,3,9.48
2025-10-30,Product_5,Clothing,3,47.84
2025-10-30,Product_6,Beverage,2,72.7
2025-10-30,Product_7,Electronics,5,10.85
2025-10-30,Product_8,Beverage,1,20.63
2025-10-30,Product_9,Food,3,37.2
2025-10-30,Product_10,Electronics,4,17.48
2025-10-30,Product_11,Beverage,6,23.11
2025-10-30,Product_12,Food,4,95.79
2025-10-30,Product_13,Clothing,7,74.67
2025-10-30,Product_14,Electronics,3,61.36
2025-10-30,Product_15,Beverage,10,67.91
2025-10-30,Product_16,Beverage,3,74.12
2025-10-30,Product_17,Clothing,8,98.73
2025-10-30,Product_18,Electronics,5,23.23
2025-10-30,Product_19,Clothing,5,41.37
2025-10-30,Product_20,Food,3,73.24
2025-10-31,Product_1,Food,1,47.01
2025-10-31,Product_2,Food,4,32.81
2025-10-31,Product_3,Beverage,4,34.86
2025-10-31,Product_4,Electronics,5,42.85
2025-10-31,Product_5,Clothing,5,20.48
2025-10-31,Product_6,Beverage,3,89.47
2025-10-31,Product_7,Food,3,12.18
2025-10-31,Product_8,Electronics,4,83.29
2025-10-31,Product_9,Food,3,11.09
2025-10-31,Product_10,Electronics,4,40.8
2025-10-31,Product_11,Electronics,1,60.7
2025-10-31,Product_12,Food,4,41.95
2025-10-31,Product_13,Electronics,3,60.81
2025-10-31,Product_14,Electronics,7,7.49
2025-10-31,Product_15,Clothing,3,67.1
2025-10-31,Product_16,Clothing,0,34.49
2025-10-31,Product_17,Clothing,3,31.87
2025-10-31,Product_18,Food,2,19.58
2025-10-31,Product_19,Clothing,1,9.54
2025-10-31,Product_20,Electronics,6,98.48
2025-11-01,Product_1,Clothing,4,36.82
2025-11-01,Product_2,Electronics,4,56.97
2025-11-01,Product_3,Beverage,3,32.4
2025-11-01,Product_4,Beverage,2,21.19
2025-11-01,Product_5,Food,3,85.91
2025-11-01,Product_6,Food,2,47.38
2025-11-01,Product_7,Clothing,4,10.03
2025-11-01,Product_8,Clothing,-3,11.06
2025-11-01,Product_9,Beverage,6,96.27
2025-11-01,Product_10,Food,4,61.3
2025-11-01,Product_11,Electronics,3,7.52
2025-11-01,Product_12,Beverage,7,13.18
2025-11-01,Product_13,Electronics,8,42.95
2025-11-01,Product_14,Beverage,4,79.61
2025-11-01,Product_15,Electronics,6,31.16
2025-11-01,Product_16,Clothing,5,5.63
2025-11-01,Product_17,Food,6,94.76
2025-11-01,Product_18,Beverage,5,7.2
2025-11-01,Product_19,Clothing,3,95.02
2025-11-01,Product_20,Electronics,4,25.7
2025-11-02,Product_1,Food,1,11.33
2025-11-02,Product_2,Beverage,1,79.41
2025-11-02,Product_3,Electronics,4,89.15
2025-11-02,Product_4,Food,2,96.41
2025-11-02,Product_5,Electronics,2,76.3
2025-11-02,Product_6,Beverage,3,39.97
2025-11-02,Product_7,Beverage,4,6.37
2025-11-02,Product_8,Electronics,7,34.92
2025-11-02,Product_9,Food,3,34.89
2025-11-02,Product_10,Food,5,39.31
2025-11-02,Product_11,Food,3,49.17
2025-11-02,Product_12,Food,4,68.86
2025-11-02,Product_13,Food,4,37.5
2025-11-02,Product_14,Electronics,6,90.72
2025-11-02,Product_15,Food,-1,94.6
2025-11-02,Product_16,Food,9,21.09
2025-11-02,Product_17,Clothing,0,88.92
2025-11-02,Product_18,Beverage,10,40.91
2025-11-02,Product_19,Electronics,3,39.11
2025-11-02,Product_20,Clothing,10,50.4
2025-11-03,Product_1,Clothing,4,20.13
2025-11-03,Product_2,Clothing,-2,32.53
2025-11-03,Product_3,Food,3,39.02
2025-11-03,Product_4,Beverage,2,80.59
2025-11-03,Product_5,Food,2,41.14
2025-11-03,Product_6,Clothing,1,46.71
2025-11-03,Product_7,Clothing,3,43.54
2025-11-03,Product_8,Electronics,6,16.74
2025-11-03,Product_9,Electronics,7,31.89
2025-11-03,Product_10,Electronics,4,64.57
2025-11-03,Product_11,Clothing,6,70.74
2025-11-03,Product_12,Electronics,5,50.76
2025-11-03,Product_13,Electronics,8,89.26
2025-11-03,Product_14,Electronics,5,31.2
2025-11-03,Product_15,Electronics,2,64.63
2025-11-03,Product_16,Electronics,3,96.24
2025-11-03,Product_17,Food,5,17.92
2025-11-03,Product_18,Clothing,2,14.54
2025-11-03,Product_19,Beverage,5,55.29
2025-11-03,Product_20,Beverage,-4,80.91
2025-11-04,Product_1,Electronics,3,79.61
2025-11-04,Product_2,Beverage,10,5.57
2025-11-04,Product_3,Beverage,5,26.16
2025-11-04,Product_4,Beverage,4,22.92
2025-11-04,Product_5,Electronics,4,88.36
2025-11-04,Product_6,Food,3,90.82
2025-11-04,Product_7,Beverage,9,99.26
2025-11-04,Product_8,Food,8,13.85
2025-11-04,Product_9,Clothing,2,31.28
2025-11-04,Product_10,Beverage,3,20.2
2025-11-04,Product_11,Electronics,6,13.08
2025-11-04,Product_12,Electronics,2,17.8
2025-11-04,Product_13,Electronics,2,24.99
2025-11-04,Product_14,Beverage,0,9.44
2025-11-04,Product_15,Beverage,5,91.92
2025-11-04,Product_16,Electronics,8,54.91
2025-11-04,Product_17,Electronics,1,95.87
2025-11-04,Product_18,Beverage,0,98.48
2025-11-04,Product_19,Electronics,-5,45.95
2025-11-04,Product_20,Beverage,9,76.95
2025-11-05,Product_1,Food,3,59.53
2025-11-05,Product_2,Food,5,21.49
2025-11-05,Product_3,Clothing,4,39.53
2025-11-05,Product_4,Electronics,5,64.48
2025-11-05,Product_5,Food,4,7.18
2025-11-05,Product_6,Beverage,4,16.51
2025-11-05,Product_7,Beverage,3,60.01
2025-11-05,Product_8,Clothing,4,97.46
2025-11-05,Product_9,Electronics,6,57.41
2025-11-05,Product_10,Clothing,2,33.31
2025-11-05,Product_11,Clothing,6,46.72
2025-11-05,Product_12,Clothing,4,95.61
2025-11-05,Product_13,Beverage,8,25.56
2025-11-05,Product_14,Clothing,4,7.53
2025-11-05,Product_15,Clothing,2,91.85
2025-11-05,Product_16,Electronics,6,23.34
2025-11-05,Product_17,Electronics,9,66.8
2025-11-05,Product_18,Food,3,36.41
2025-11-05,Product_19,Beverage,3,72.28
2025-11-05,Product_20,Electronics,8,28.87
2025-11-06,Product_1,Beverage,4,81.08
2025-11-06,Product_2,Food,3,21.3
2025-11-06,Product_3,Food,3,68.78
2025-11-06,Product_4,Food,3,25.78
2025-11-06,Product_5,Beverage,8,20.97
2025-11-06,Product_6,Beverage,5,99.08
2025-11-06,Product_7,Beverage,6,78.56
2025-11-06,Product_8,Clothing,2,70.9
2025-11-06,Product_9,Electronics,5,86.23
2025-11-06,Product_10,Beverage,8,53.3
2025-11-06,Product_11,Electronics,4,85.45
2025-11-06,Product_12,Beverage,4,65.84
2025-11-06,Product_13,Electronics,4,80.24
2025-11-06,Product_14,Clothing,1,94.04
2025-11-06,Product_15,Electronics,3,58.83
2025-11-06,Product_16,Electronics,3,5.65
2025-11-06,Product_17,Food,3,54.04
2025-11-06,Product_18,Electronics,1,45.79
2025-11-06,Product_19,Food,4,77.83
2025-11-06,Product_20,Beverage,3,70.66
2025-11-07,Product_1,Beverage,4,43.37
2025-11-07,Product_2,Beverage,3,37.72
2025-11-07,Product_3,Food,4,82.82
2025-11-07,Product_4,Electronics,1,25.6
2025-11-07,Product_5,Clothing,7,8.17
2025-11-07,Product_6,Food,2,53.91
2025-11-07,Product_7,Electronics,4,16.84
2025-11-07,Product_8,Beverage,3,61.69
2025-11-07,Product_9,Clothing,2,15.07
2025-11-07,Product_10,Clothing,0,34.27
2025-11-07,Product_11,Food,3,25.98
2025-11-07,Product_12,Clothing,8,96.57
2025-11-07,Product_13,Beverage,4,73.04
2025-11-07,Product_14,Food,5,91.37
2025-11-07,Product_15,Clothing,1,79.54
2025-11-07,Product_16,Food,6,39.64
2025-11-07,Product_17,Beverage,10,7.7
2025-11-07,Product_18,Electronics,5,99.98
2025-11-07,Product_19,Beverage,8,50.14
2025-11-07,Product_20,Clothing,1,52.71
2025-11-08,Product_1,Electronics,10,28.69
2025-11-08,Product_2,Beverage,3,49.26
2025-11-08,Product_3,Food,3,20.6
2025-11-08,Product_4,Electronics,4,85.69
2025-11-08,Product_5,Clothing,6,94.99
2025-11-08,Product_6,Food,2,66.31
2025-11-08,Product_7,Food,9,80.06
2025-11-08,Product_8,Beverage,3,93.39
2025-11-08,Product_9,Beverage,4,63.83
2025-11-08,Product_10,Electronics,1,23.95
2025-11-08,Product_11,Electronics,7,42.82
2025-11-08,Product_12,Clothing,8,47.75
2025-11-08,Product_13,Electronics,3,98.47
2025-11-08,Product_14,Clothing,-4,61.85
2025-11-08,Product_15,Beverage,6,31.47
2025-11-08,Product_16,Beverage,3,27.79
2025-11-08,Product_17,Electronics,4,53.25
2025-11-08,Product_18,Electronics,3,95.69
2025-11-08,Product_19,Electronics,1,7.98
2025-11-08,Product_20,Beverage,3,26.2
2025-11-09,Product_1,Clothing,5,76.79
2025-11-09,Product_2,Beverage,3,26.21
2025-11-09,Product_3,Beverage,3,97.04
2025-11-09,Product_4,Electronics,0,57.95
2025-11-09,Product_5,Food,2,13.41
2025-11-09,Product_6,Electronics,4,12.44
2025-11-09,Product_7,Electronics,7,86.08
2025-11-09,Product_8,Beverage,9,94.43
2025-11-09,Product_9,Clothing,4,54.33
2025-11-09,Product_10,Beverage,4,15.8
2025-11-09,Product_11,Electronics,3,82.24
2025-11-09,Product_12,Beverage,4,69.34
2025-11-09,Product_13,Electronics,5,48.37
2025-11-09,Product_14,Electronics,8,35.54
2025-11-09,Product_15,Electronics,5,14.66
2025-11-09,Product_16,Beverage,1,31.43
2025-11-09,Product_17,Beverage,2,96.48
2025-11-09,Product_18,Beverage,1,66.59
2025-11-09,Product_19,Clothing,5,35.71
2025-11-09,Product_20,Electronics,5,49.8
2025-11-10,Product_1,Electronics,3,36.23
2025-11-10,Product_2,Food,4,28.19
2025-11-10,Product_3,Electronics,4,82.26
2025-11-10,Product_4,Food,3,98.17
2025-11-10,Product_5,Clothing,2,89.38
2025-11-10,Product_6,Electronics,3,61.33
2025-11-10,Product_7,Clothing,10,36.92
2025-11-10,Product_8,Beverage,5,67.19
2025-11-10,Product_9,Beverage,3,71.55
2025-11-10,Product_10,Electronics,4,82.18
2025-11-10,Product_11,Beverage,0,13.45
2025-11-10,Product_12,Electronics,8,47.55
2025-11-10,Product_13,Beverage,3,53.91
2025-11-10,Product_14,Electronics,5,82.03
2025-11-10,Product_15,Clothing,4,47.44
2025-11-10,Product_16,Beverage,4,10.18
2025-11-10,Product_17,Electronics,3,72.41
2025-11-10,Product_18,Beverage,2,87.08
2025-11-10,Product_19,Beverage,3,40.19
2025-11-10,Product_20,Beverage,1,99.09
2025-11-11,Product_1,Beverage,4,68.78
2025-11-11,Product_2,Food,6,43.74
2025-11-11,Product_3,Food,5,35.77
2025-11-11,Product_4,Food,6,21.29
2025-11-11,Product_5,Electronics,5,72.58
2025-11-11,Product_6,Clothing,7,79.67
2025-11-11,Product_7,Food,3,51.65
2025-11-11,Product_8,Food,5,92.76
2025-11-11,Product_9,Beverage,6,26.2
2025-11-11,Product_10,Food,3,12.14
2025-11-11,Product_11,Clothing,9,52.65
2025-11-11,Product_12,Electronics,9,38.18
2025-11-11,Product_13,Food,4,51.31
2025-11-11,Product_14,Food,3,93.99
2025-11-11,Product_15,Food,10,25.13
2025-11-11,Product_16,Clothing,2,86.45
2025-11-11,Product_17,Food,-4,57.86
2025-11-11,Product_18,Clothing,10,60.4
2025-11-11,Product_19,Clothing,0,77.04
2025-11-11,Product_20,Clothing,10,16.73
2025-11-12,Product_1,Electronics,4,37.89
2025-11-12,Product_2,Electronics,8,99.41
2025-11-12,Product_3,Beverage,3,72.25
2025-11-12,Product_4,Food,5,75.84
2025-11-12,Product_5,Beverage,6,48.51
2025-11-12,Product_6,Electronics,2,5.89
2025-11-12,Product_7,Food,6,24.99
2025-11-12,Product_8,Food,3,82.88
2025-11-12,Product_9,Electronics,6,59.36
2025-11-12,Product_10,Food,3,14.42
2025-11-12,Product_11,Electronics,4,93.75
2025-11-12,Product_12,Beverage,1,80.98
2025-11-12,Product_13,Clothing,6,57.44
2025-11-12,Product_14,Food,8,38.52
2025-11-12,Product_15,Electronics,6,13.06
2025-11-12,Product_16,Clothing,7,36.74
2025-11-12,Product_17,Food,8,9.35
2025-11-12,Product_18,Clothing,3,35.01
2025-11-12,Product_19,Clothing,2,6.09
2025-11-12,Product_20,Electronics,5,51.68
2025-11-13,Product_1,Food,3,18.8
2025-11-13,Product_2,Clothing,7,53.15
2025-11-13,Product_3,Clothing,6,15.42
2025-11-13,Product_4,Food,3,84.9
2025-11-13,Product_5,Food,6,39.46
2025-11-13,Product_6,Beverage,0,66.07
2025-11-13,Product_7,Food,2,34.07
2025-11-13,Product_8,Food,3,62.22
2025-11-13,Product_9,Food,5,46.43
2025-11-13,Product_10,Clothing,7,73.15
2025-11-13,Product_11,Food,5,28.82
2025-11-13,Product_12,Food,0,15.02
2025-11-13,Product_13,Electronics,2,51.25
2025-11-13,Product_14,Electronics,9,25.69
2025-11-13,Product_15,Electronics,1,86.62
2025-11-13,Product_16,Food,3,51.71
2025-11-13,Product_17,Food,6,7.89
2025-11-13,Product_18,Electronics,9,86.44
2025-11-13,Product_19,Clothing,2,29.47
2025-11-13,Product_20,Beverage,1,48.45
2025-11-14,Product_1,Beverage,4,24.0
2025-11-14,Product_2,Beverage,0,30.46
2025-11-14,Product_3,Food,7,60.91
2025-11-14,Product_4,Electronics,6,43.53
2025-11-14,Product_5,Clothing,3,41.0
2025-11-14,Product_6,Electronics,2,19.17
2025-11-14,Product_7,Clothing,5,42.77
2025-11-14,Product_8,Food,5,17.4
2025-11-14,Product_9,Clothing,3,40.36
2025-11-14,Product_10,Beverage,7,99.65
2025-11-14,Product_11,Food,2,70.07
2025-11-14,Product_12,Clothing,0,92.29
2025-11-14,Product_13,Food,2,10.15
2025-11-14,Product_14,Clothing,10,94.26
2025-11-14,Product_15,Clothing,1,6.6
2025-11-14,Product_16,Food,2,98.4
2025-11-14,Product_17,Beverage,10,44.1
2025-11-14,Product_18,Clothing,3,13.24
2025-11-14,Product_19,Clothing,4,42.6
2025-11-14,Product_20,Beverage,2,36.28
2025-11-15,Product_1,Electronics,3,9.24
2025-11-15,Product_2,Beverage,3,65.75
2025-11-15,Product_3,Electronics,1,31.3
2025-11-15,Product_4,Clothing,0,55.09
2025-11-15,Product_5,Beverage,0,17.08
2025-11-15,Product_6,Clothing,3,75.72
2025-11-15,Product_7,Electronics,3,77.79
2025-11-15,Product_8,Electronics,3,98.52
2025-11-15,Product_9,Food,3,71.12
2025-11-15,Product_10,Food,1,94.73
2025-11-15,Product_11,Clothing,4,62.16
2025-11-15,Product_12,Electronics,2,91.28
2025-11-15,Product_13,Electronics,4,34.94
2025-11-15,Product_14,Clothing,5,91.47
2025-11-15,Product_15,Clothing,5,82.44
2025-11-15,Product_16,Electronics,4,69.0
2025-11-15,Product_17,Beverage,4,13.03
2025-11-15,Product_18,Food,6,53.57
2025-11-15,Product_19,Beverage,4,86.94
2025-11-15,Product_20,Clothing,4,17.02
2025-11-16,Product_1,Electronics,1,24.8
2025-11-16,Product_2,Electronics,2,81.49
2025-11-16,Product_3,Clothing,4,72.47
2025-11-16,Product_4,Food,5,14.52
2025-11-16,Product_5,Clothing,3,32.04
2025-11-16,Product_6,Food,4,81.68
2025-11-16,Product_7,Beverage,10,24.96
2025-11-16,Product_8,Electronics,5,71.19
2025-11-16,Product_9,Electronics,2,94.62
2025-11-16,Product_10,Electronics,6,30.87
2025-11-16,Product_11,Electronics,3,12.93
2025-11-16,Product_12,Clothing,4,45.73
2025-11-16,Product_13,Beverage,8,59.89
2025-11-16,Product_14,Clothing,1,48.41
2025-11-16,Product_15,Food,1,19.22
2025-11-16,Product_16,Beverage,3,95.73
2025-11-16,Product_17,Electronics,7,12.16
2025-11-16,Product_18,Food,9,59.13
2025-11-16,Product_19,Food,4,22.29
2025-11-16,Product_20,Electronics,7,75.77
2025-11-17,Product_1,Clothing,3,51.11
2025-11-17,Product_2,Clothing,7,12.95
2025-11-17,Product_3,Clothing,4,55.37
2025-11-17,Product_4,Food,4,75.38
2025-11-17,Product_5,Clothing,4,66.42
2025-11-17,Product_6,Food,1,49.92
2025-11-17,Product_7,Clothing,1,15.94
2025-11-17,Product_8,Electronics,3,39.93
2025-11-17,Product_9,Electronics,2,80.12
2025-11-17,Product_10,Food,5,90.55
2025-11-17,Product_11,Food,4,52.6
2025-11-17,Product_12,Food,2,23.35
2025-11-17,Product_13,Beverage,4,79.25
2025-11-17,Product_14,Beverage,3,20.78
2025-11-17,Product_15,Clothing,5,17.07
2025-11-17,Product_16,Clothing,-3,51.35
2025-11-17,Product_17,Electronics,7,79.29
2025-11-17,Product_18,Clothing,1,41.35
2025-11-17,Product_19,Electronics,3,33.57
2025-11-17,Product_20,Clothing,3,79.73
2025-11-18,Product_1,Beverage,3,7.32
2025-11-18,Product_2,Electronics,3,45.98
2025-11-18,Product_3,Beverage,5,77.65
2025-11-18,Product_4,Food,9,21.17
2025-11-18,Product_5,Clothing,2,74.31
2025-11-18,Product_6,Clothing,5,71.25
2025-11-18,Product_7,Food,1,50.03
2025-11-18,Product_8,Electronics,4,95.74
2025-11-18,Product_9,Electronics,4,82.0
2025-11-18,Product_10,Electronics,3,7.29
2025-11-18,Product_11,Food,5,28.08
2025-11-18,Product_12,Clothing,4,70.53
2025-11-18,Product_13,Beverage,8,93.17
2025-11-18,Product_14,Food,4,21.17
2025-11-18,Product_15,Food,5,90.26
2025-11-18,Product_16,Beverage,7,29.76
2025-11-18,Product_17,Electronics,5,51.31
2025-11-18,Product_18,Food,3,35.22
2025-11-18,Product_19,Clothing,1,24.19
2025-11-18,Product_20,Electronics,5,59.98
2025-11-19,Product_1,Beverage,2,29.72
2025-11-19,Product_2,Electronics,9,14.59
2025-11-19,Product_3,Beverage,5,84.44
2025-11-19,Product_4,Beverage,3,39.04
2025-11-19,Product_5,Food,10,26.02
2025-11-19,Product_6,Clothing,3,28.95
2025-11-19,Product_7,Food,3,93.55
2025-11-19,Product_8,Clothing,3,36.55
2025-11-19,Product_9,Clothing,10,68.49
2025-11-19,Product_10,Clothing,3,46.55
2025-11-19,Product_11,Food,1,68.47
2025-11-19,Product_12,Food,4,7.2
2025-11-19,Product_13,Food,5,78.16
2025-11-19,Product_14,Electronics,6,36.35
2025-11-19,Product_15,Food,0,58.88
2025-11-19,Product_16,Electronics,1,65.11
2025-11-19,Product_17,Electronics,5,71.74
2025-11-19,Product_18,Food,2,39.46
2025-11-19,Product_19,Electronics,2,7.7
2025-11-19,Product_20,Clothing,1,66.6
2025-11-20,Product_1,Beverage,0,93.1
2025-11-20,Product_2,Beverage,1,65.25
2025-11-20,Product_3,Electronics,9,78.19
2025-11-20,Product_4,Clothing,5,89.84
2025-11-20,Product_5,Beverage,2,16.54
2025-11-20,Product_6,Electronics,4,94.01
2025-11-20,Product_7,Food,2,36.76
2025-11-20,Product_8,Clothing,4,99.57
2025-11-20,Product_9,Beverage,2,77.83
2025-11-20,Product_10,Clothing,3,50.86
2025-11-20,Product_11,Beverage,0,45.08
2025-11-20,Product_12,Clothing,5,58.08
2025-11-20,Product_13,Food,5,85.55
2025-11-20,Product_14,Food,10,87.83
2025-11-20,Product_15,Beverage,7,30.82
2025-11-20,Product_16,Clothing,6,19.25
2025-11-20,Product_17,Clothing,1,72.98
2025-11-20,Product_18,Food,2,75.31
2025-11-20,Product_19,Clothing,2,27.23
2025-11-20,Product_20,Food,5,96.19
2025-11-21,Product_1,Clothing,10,83.69
2025-11-21,Product_2,Beverage,4,89.73
2025-11-21,Product_3,Clothing,4,17.67
2025-11-21,Product_4,Electronics,5,5.61
2025-11-21,Product_5,Beverage,7,65.92
2025-11-21,Product_6,Electronics,6,85.69
2025-11-21,Product_7,Beverage,4,78.11
2025-11-21,Product_8,Electronics,5,85.1
2025-11-21,Product_9,Beverage,1,5.05
2025-11-21,Product_10,Food,8,72.06
2025-11-21,Product_11,Beverage,2,72.05
2025-11-21,Product_12,Electronics,1,60.37
2025-11-21,Product_13,Beverage,3,49.04
2025-11-21,Product_14,Beverage,4,16.45
2025-11-21,Product_15,Electronics,3,82.87
2025-11-21,Product_16,Electronics,3,35.45
2025-11-21,Product_17,Beverage,5,86.2
2025-11-21,Product_18,Clothing,2,97.01
2025-11-21,Product_19,Beverage,7,24.86
2025-11-21,Product_20,Clothing,-2,25.73
2025-11-22,Product_1,Beverage,4,92.23
2025-11-22,Product_2,Clothing,5,84.99
2025-11-22,Product_3,Food,1,98.64
2025-11-22,Product_4,Clothing,1,13.05
2025-11-22,Product_5,Electronics,3,51.83
2025-11-22,Product_6,Food,6,40.17
2025-11-22,Product_7,Food,6,73.26
2025-11-22,Product_8,Food,8,58.57
2025-11-22,Product_9,Clothing,6,17.57
2025-11-22,Product_10,Beverage,4,70.46
2025-11-22,Product_11,Food,9,19.38
2025-11-22,Product_12,Clothing,4,77.3
2025-11-22,Product_13,Food,2,9.5
2025-11-22,Product_14,Food,4,99.69
2025-11-22,Product_15,Food,5,42.01
2025-11-22,Product_16,Clothing,3,83.09
2025-11-22,Product_17,Beverage,3,85.22
2025-11-22,Product_18,Beverage,3,6.61
2025-11-22,Product_19,Clothing,4,23.3
2025-11-22,Product_20,Beverage,7,44.94
2025-11-23,Product_1,Clothing,0,52.23
2025-11-23,Product_2,Beverage,8,63.55
2025-11-23,Product_3,Beverage,4,47.65
2025-11-23,Product_4,Clothing,3,46.35
2025-11-23,Product_5,Food,5,15.04
2025-11-23,Product_6,Clothing,-4,7.57
2025-11-23,Product_7,Food,6,82.93
2025-11-23,Product_8,Beverage,3,13.17
2025-11-23,Product_9,Food,5,62.45
2025-11-23,Product_10,Electronics,8,44.15
2025-11-23,Product_11,Electronics,5,38.23
2025-11-23,Product_12,Electronics,2,24.9
2025-11-23,Product_13,Food,4,78.52
2025-11-23,Product_14,Clothing,6,47.96
2025-11-23,Product_15,Beverage,2,31.69
2025-11-23,Product_16,Clothing,5,10.24
2025-11-23,Product_17,Clothing,8,56.0
2025-11-23,Product_18,Electronics,1,55.29
2025-11-23,Product_19,Food,6,90.64
2025-11-23,Product_20,Food,4,83.38
2025-11-24,Product_1,Food,5,82.63
2025-11-24,Product_2,Beverage,5,87.56
2025-11-24,Product_3,Beverage,4,82.46
2025-11-24,Product_4,Electronics,9,79.58
2025-11-24,Product_5,Beverage,1,70.18
2025-11-24,Product_6,Clothing,10,94.05
2025-11-24,Product_7,Beverage,8,59.04
2025-11-24,Product_8,Electronics,3,8.14
2025-11-24,Product_9,Electronics,5,62.4
2025-11-24,Product_10,Food,6,66.89
2025-11-24,Product_11,Beverage,4,21.59
2025-11-24,Product_12,Clothing,6,37.27
2025-11-24,Product_13,Electronics,1,75.44
2025-11-24,Product_14,Electronics,3,9.07
2025-11-24,Product_15,Electronics,2,74.8
2025-11-24,Product_16,Food,3,23.98
2025-11-24,Product_17,Food,3,11.58
2025-11-24,Product_18,Electronics,5,36.8
2025-11-24,Product_19,Beverage,4,30.18
2025-11-24,Product_20,Electronics,4,85.53
2025-11-25,Product_1,Clothing,4,83.83
2025-11-25,Product_2,Beverage,4,14.73
2025-11-25,Product_3,Electronics,2,42.06
2025-11-25,Product_4,Electronics,3,11.87
2025-11-25,Product_5,Electronics,6,52.99
2025-11-25,Product_6,Food,3,96.86
2025-11-25,Product_7,Clothing,2,56.22
2025-11-25,Product_8,Beverage,5,28.24
2025-11-25,Product_9,Electronics,6,48.28
2025-11-25,Product_10,Electronics,1,67.16
2025-11-25,Product_11,Electronics,1,50.51
2025-11-25,Product_12,Electronics,5,88.64
2025-11-25,Product_13,Food,4,91.07
2025-11-25,Product_14,Beverage,2,70.45
2025-11-25,Product_15,Electronics,1,15.69
2025-11-25,Product_16,Beverage,3,27.01
2025-11-25,Product_17,Food,5,66.99
2025-11-25,Product_18,Clothing,1,87.7
2025-11-25,Product_19,Clothing,4,25.74
2025-11-25,Product_20,Electronics,3,61.63
2025-11-26,Product_1,Beverage,6,44.42
2025-11-26,Product_2,Food,3,67.55
2025-11-26,Product_3,Electronics,0,14.12
2025-11-26,Product_4,Food,2,46.11
2025-11-26,Product_5,Beverage,6,74.81
2025-11-26,Product_6,Electronics,5,45.31
2025-11-26,Product_7,Electronics,3,19.83
2025-11-26,Product_8,Clothing,7,39.08
2025-11-26,Product_9,Clothing,3,78.25
2025-11-26,Product_10,Food,10,63.86
2025-11-26,Product_11,Food,3,96.82
2025-11-26,Product_12,Beverage,0,50.53
2025-11-26,Product_13,Beverage,4,83.68
2025-11-26,Product_14,Clothing,3,71.1
2025-11-26,Product_15,Beverage,1,26.43
2025-11-26,Product_16,Electronics,2,72.68
2025-11-26,Product_17,Clothing,3,11.58
2025-11-26,Product_18,Beverage,1,28.08
2025-11-26,Product_19,Clothing,2,55.06
2025-11-26,Product_20,Beverage,4,96.86
2025-11-27,Product_1,Food,4,74.48
2025-11-27,Product_2,Clothing,1,81.58
2025-11-27,Product_3,Beverage,4,40.72
2025-11-27,Product_4,Beverage,10,50.95
2025-11-27,Product_5,Clothing,3,53.16
2025-11-27,Product_6,Electronics,3,80.21
2025-11-27,Product_7,Beverage,4,50.98
2025-11-27,Product_8,Electronics,3,29.87
2025-11-27,Product_9,Beverage,3,35.93
2025-11-27,Product_10,Beverage,3,27.67
2025-11-27,Product_11,Clothing,2,46.06
2025-11-27,Product_12,Food,3,62.08
2025-11-27,Product_13,Electronics,4,21.18
2025-11-27,Product_14,Electronics,0,47.25
2025-11-27,Product_15,Beverage,8,50.21
2025-11-27,Product_16,Beverage,7,99.98
2025-11-27,Product_17,Food,1,81.73
2025-11-27,Product_18,Food,4,89.21
2025-11-27,Product_19,Clothing,3,45.93
2025-11-27,Product_20,Food,5,42.77
2025-11-28,Product_1,Clothing,4,25.14
